,entrezid
4503,8995
4504,89866
4505,92344
4506,39
4507,6950
4508,399979
4509,3762
4510,79684
4511,407
4512,51248
4513,84068
4514,84955
4515,56943
4516,84930
4517,56243
4518,84898
4519,80314
4520,440073
4521,84318
4522,6883
4523,55068
4524,9617
4525,54937
4526,29103
4527,80209
4528,51569
4529,11193
4530,1997
4531,4093
4532,10808
4533,84078
4534,29880
4535,11340
4536,2107
4537,7045
4538,51307
4539,64374
4540,51247
4541,9499
4542,51780
4543,1958
4544,27230
4545,5357
4546,22835
4547,7181
4548,27340
4549,7112
4550,400
4551,83468
4552,80298
4553,8835
4554,4801
4555,51019
4556,317
4557,1846
4558,1191
4559,8795
4560,10174
4561,2185
4562,148
4563,5533
4564,64236
4565,2053
4566,81790
4567,29914
4568,23435
4569,51123
4570,10434
4571,83690
4572,10987
4573,157506
4574,8288
4575,8165
4576,8161
4577,7706
4578,59342
4579,8405
4580,6909
4581,10237
4582,9496
4583,56155
4584,81558
4585,23397
4586,9227
4587,23240
4588,84057
4589,117854
4590,85320
4591,64282
4592,113
4593,84902
4594,57616
4595,55268
4596,79887
4597,50839
4598,653247
4599,79912
4600,3375
4601,3764
4602,79370
4603,55269
4604,256051
4605,1
4606,65982
4607,10520
4608,23024
4609,353299
4610,89884
4611,6045
4612,81627
4613,26984
4614,1475
4615,55211
4616,64091
4617,8702
4618,80218
4619,81930
4620,51029
4621,9479
4622,1408
4623,9409
4624,91614
4625,847
4626,29990
4627,7750
4628,2700
4629,64786
4630,576
4631,51538
4632,2170
4633,10657
4634,55116
4635,84265
4636,8743
4637,51193
4638,5290
4639,23244
4640,80008
4641,11019
4642,119587
4643,113452
4644,7579
4645,114784
4646,3208
4647,55791
4648,23155
4649,29899
4650,79712
4651,84083
4652,92
4653,51426
4654,22987
4655,6144
4656,219402
4657,2971
4658,387496
4659,5412
4660,84248
4661,130916
4662,7512
4663,4952
4664,51116
4665,2331
4666,54900
4667,5340
4668,57179
4669,1314
4670,4063
4671,9956
4672,5930
4673,29066
4674,84947
4675,311
4676,11155
4677,54537
4678,84293
4679,7755
4680,79903
4681,6125
4682,57489
4683,5737
4684,100505741
4685,54482
4686,127495
4687,25950
4688,84146
4689,343099
4690,79871
4691,80148
4692,27241
4693,5395
4694,83637
4695,654231
4696,989
4697,80820
4698,55975
4699,64224
4700,11335
4701,3181
4702,644150
4703,84668
4704,3204
4705,3624
4706,11328
4707,51251
4708,10124
4709,51622
4710,27434
4711,10268
4712,29960
4713,7291
4714,55234
4715,152007
4716,92014
4717,1211
4718,8434
4719,48
4720,23349
4721,79269
4722,57670
4723,8805
4724,78996
4725,800
4726,6718
4727,170685
4728,5328
4729,5552
4730,9469
4731,80114
4732,55847
4733,1959
4734,11319
4735,5033
4736,8034
4737,11130
4738,9559
4739,9904
4740,11113
4741,28981
4742,35
4743,84329
4744,79039
4745,23389
4746,1031
4747,26994
4748,11228
4749,79365
4750,8082
4751,3709
4752,55297
4753,64168
4754,11059
4755,23597
4756,10549
4757,10212
4758,5585
4759,79002
4760,976
4761,84292
4762,10755
4763,57213
4764,84650
4765,540
4766,23091
4767,57486
4768,64105
4769,10133
4770,80760
4771,466
4772,10102
4773,64333
4774,3071
4775,4327
4776,5204
4777,65244
4778,29095
4779,3164
4780,5153
4781,1017
4782,4035
4783,60673
4784,4778
4785,64375
4786,23583
4787,10376
4788,25895
4789,55709
4790,1757
4791,1621
4792,64756
4793,6491
4794,55355
4795,3598
4796,1300
4797,262
4798,29078
4799,85015
4800,5354
4801,9643
4802,51209
4803,203447
4804,139231
4805,9367
4806,79828
4807,79809
4808,9111
4809,7130
4810,130399
4811,29994
4812,206358
4813,9926
4814,55509
4815,50486
4816,3759
4817,57826
4818,5393
4819,81579
4820,80776
4821,79934
4822,5208
4823,722
4824,725
4825,23682
4826,10888
4827,27161
4828,10608
4829,1164
4830,164781
4831,2181
4832,79586
4833,23549
4834,3623
4835,23363
4836,79843
4837,6560
4838,84080
4839,140687
4840,140690
4841,116151
4842,200232
4843,90203
4844,6590
4845,140686
4846,79183
4847,57580
4848,3787
4849,57468
4850,6385
4851,8202
4852,51604
4853,8785
4854,57727
4855,9217
4856,84612
4857,514
4858,84181
4859,5335
4860,84969
4861,6431
4862,78997
4863,10564
4864,57169
4865,1434
4866,387522
4867,57403
4868,5740
4869,6780
4870,60437
4871,6615
4872,27304
4873,8675
4874,56937
4875,55905
4876,55661
4877,55653
4878,60598
4879,27296
4880,5105
4881,81030
4882,140825
4883,4109
4884,4552
4885,79072
4886,5184
4887,23096
4888,6845
4889,7499
4890,10617
4891,55577
4892,84693
4893,400961
4894,11017
4895,10199
4896,10396
4897,23326
4898,64344
4899,79177
4900,7596
4901,27076
4902,440533
4903,1088
4904,4693
4905,8239
4906,2914
4907,55809
4908,29993
4909,10385
4910,23408
4911,57380
4912,56897
4913,88745
4914,6631
4915,5269
4916,57510
4917,89845
4918,5190
4919,4835
4920,221443
4921,222643
4922,57505
4923,346157
4924,6204
4925,4337
4926,8970
4927,9477
4928,6903
4929,6954
4930,9587
4931,116138
4932,27232
4933,4201
4934,401265
4935,81578
4936,1026
4937,6659
4938,2739
4939,57699
4940,6239
4941,6745
4942,83732
4943,51299
4944,51000
4945,10799
4946,6310
4947,9972
4948,7913
4949,9521
4950,860
4951,9208
4952,64284
4953,6372
4954,2069
4955,745
4956,79026
4957,55831
4958,51066
4959,54436
4960,23019
4961,26231
4962,583
4963,4495
4964,4502
4965,80262
4966,2806
4967,55715
4968,171425
4969,84899
4970,5911
4971,10257
4972,1948
4973,9375
4974,78995
4975,3834
4976,3659
4977,65109
4978,7737
4979,23157
4980,55026
4981,4694
4982,27109
4983,652
4984,5732
4985,8603
4986,2868
4987,6662
4988,64518
4989,9953
4990,399512
4991,51081
4992,23163
4993,79637
4994,79902
4995,60386
4996,57409
4997,30833
4998,55154
4999,10485
5000,7270
5001,9329
5002,64794
5003,54776
5004,79143
5005,6725
5006,4987
5007,56731
5008,79025
5009,79144
5010,5342
5011,84269
5012,7849
5013,51141
5014,84172
5015,54520
5016,23550
5017,79085
5018,5623
5019,2962
5020,84266
5021,8192
5022,8744
5023,2892
5024,57187
5025,5469
5026,9349
5027,84938
5028,718
5029,10045
5030,9322
5031,56927
5032,8740
5033,2354
5034,80207
5035,6633
5036,6253
5037,24139
5038,7408
5039,8189
5040,56261
5041,27111
5042,80025
5043,22918
5044,64412
5045,63908
5046,1059
5047,9491
5048,92675
5049,10616
5050,56255
5051,140901
5052,6628
5053,80023
5054,55317
5055,6238
5056,650
5057,7692
5058,23767
5059,5126
5060,8195
5061,631
5062,11034
5063,6629
5064,92667
5065,164312
5066,128637
5067,3704
5068,84515
5069,55321
5070,83541
5071,64949
5072,56926
5073,10236
5074,80818
5075,4149
5076,100529261
5077,64860
5078,8200
5079,10893
5080,63941
5081,3397
5082,22913
5083,83658
5084,8894
5085,51614
5086,140823
5087,128876
5088,92747
5089,11190
5090,5326
5091,101410538
5092,2925
5093,8242
5094,154796
5095,11070
5096,5690
5097,192669
5098,7389
5099,6487
5100,79639
5101,79654
5102,3831
5103,7517
5104,10426
5105,23263
5106,2159
5107,55795
5108,8858
5109,79414
5110,79713
5111,826
5112,84306
5113,79171
5114,10054
5115,2867
5116,10870
5117,1340
5118,7067
5119,1236
5120,9572
5121,83786
5122,25824
5123,83596
5124,3661
5125,3276
5126,6237
5127,5639
5128,58506
5129,57479
5130,60385
5131,23769
5132,435
5133,51119
5134,3346
5135,6776
5136,65266
5137,8678
5138,5582
5139,10131
5140,84662
5141,84081
5142,22826
5143,27245
5144,2537
5145,117154
5146,171017
5147,10436
5148,8409
5149,5199
5150,2002
5151,10245
5152,64430
5153,22863
5154,3895
5155,6495
5156,57381
5157,9787
5158,112849
5159,3306
5160,22890
5161,57570
5162,81537
5163,26030
5164,5858
5165,11105
5166,55288
5167,2123
5168,4974
5169,55112
5170,83543
5171,286336
5172,8021
5173,8273
5174,5605
5175,3188
5176,51309
5177,59353
5178,1678
5179,55906
5180,821
5181,54973
5182,6003
5183,64768
5184,83744
5185,4958
5186,59269
5187,79717
5188,1350
5189,7186
5190,79575
5191,5648
5192,84239
5193,92797
5194,5908
5195,7103
5196,144453
5197,117177
5198,5787
5199,8445
5200,8089
5201,50831
5202,50832
5203,54429
5204,155051
5205,65999
5206,3425
5207,53834
5208,84286
5209,79000
5210,5300
5211,54850
5212,23065
5213,5322
5214,23352
5215,50809
5216,30817
5217,23309
5218,79939
5219,58513
5220,10365
5221,9002
5222,10975
5223,2671
5224,9143
5225,9088
5226,117166
5227,84219
5228,146330
5229,63922
5230,23499
5231,6597
5232,23030
5233,148022
5234,84190
5235,83460
5236,79066
5237,7277
5238,14
5239,25953
5240,55504
5241,6049
5242,1892
5243,90485
5244,10142
5245,2791
5246,7979
5247,2792
5248,3092
5249,5782
5250,5447
5251,10875
5252,51657
5253,79689
5254,2770
5255,5189
5256,7978
5257,8910
5258,84060
5259,64921
5260,163131
5261,57622
5262,7538
5263,79644
5264,65997
5265,10606
5266,3791
5267,5471
5268,85378
5269,79924
5270,85359
5271,54487
5272,57168
5273,23753
5274,9514
5275,7533
5276,5988
5277,2781
5278,4248
5279,135
5280,468
5281,53947
5282,11135
5283,80833
5284,2847
5285,8459
5286,80115
5287,4357
5288,7263
5289,23780
5290,5880
5291,3976
5292,84645
5293,200315
5294,200316
5295,26150
5296,3872
5297,51234
5298,7732
5299,92521
5300,51200
5301,9732
5302,25913
5303,9296
5304,51691
5305,222256
5306,79706
5307,7425
5308,5420
5309,93986
5310,57464
5311,64792
5312,4289
5313,4189
5314,2318
5315,64101
5316,813
5317,64753
5318,6608
5319,3663
5320,10234
5321,23008
5322,4698
5323,611
5324,6183
5325,4430
5326,10651
5327,50940
5328,1123
5329,2571
5330,64172
5331,94101
5332,8520
5333,8924
5334,6638
5335,56984
5336,57045
5337,58504
5338,57705
5339,440275
5340,55930
5341,84952
5342,29767
5343,146057
5344,80237
5345,90416
5346,54617
5347,79664
5348,54567
5349,8854
5350,54629
5351,3712
5352,90417
5353,1854
5354,79094
5355,54982
5356,10776
5357,54832
5358,91860
5359,3671
5360,56906
5361,4016
5362,51554
5363,25847
5364,8930
5365,1315
5366,5682
5367,25870
5368,23022
5369,60559
5370,8424
5371,26297
5372,3746
5373,7166
5374,79733
5375,1635
5376,6665
5377,54478
5378,84268
5379,9098
5380,6462
5381,5338
5382,968
5383,84817
5384,482
5385,9513
5386,10749
5387,9526
5388,51105
5389,23639
5390,904
5391,83448
5392,65095
5393,3609
5394,57153
5395,1032
5396,57509
5397,43847
5398,5655
5399,25983
5400,11035
5401,196883
5402,84932
5403,599
5404,84962
5405,112487
5406,10038
5407,25938
5408,3169
5409,58533
5410,55837
5411,112399
5412,55320
5413,4901
5414,4738
5415,1603
5416,7011
5417,64097
5418,1036
5419,7905
5420,81533
5421,84074
5422,6397
5423,79651
5424,15
5425,9459
5426,79649
5427,2258
5428,9070
5429,80185
5430,57053
5431,1028
5432,151648
5433,6192
5434,1013
5435,83855
5436,58986
5437,83475
5438,23383
5439,25759
5440,79948
5441,723961
5442,81926
5443,3929
5444,6861
5445,863
5446,2593
5447,8226
5448,55780
5449,55274
5450,79057
5451,26290
5452,3741
5453,84766
5454,158046
5455,9754
5456,54857
5457,6303
5458,54552
5459,23677
5460,158747
5461,57572
5462,51295
5463,3949
5464,84337
5465,55908
5466,5589
5467,1264
5468,8881
5469,51337
5470,5819
5471,348
5472,10452
5473,341
5474,10912
5475,57631
5476,1804
5477,23039
5478,147965
5479,9667
5480,25873
5481,148229
5482,2657
5483,1463
5484,84705
5485,684
5486,376497
5487,55695
5488,83878
5489,79709
5490,79016
5491,64981
5492,25796
5493,51690
5494,56995
5495,51429
5496,84816
5497,55278
5498,51250
5499,83861
5500,4142
5501,81616
5502,4298
5503,4301
5504,81
5505,65975
5506,4705
5507,10095
5508,59285
5509,57688
5510,23149
5511,23025
5512,55201
5513,113730
5514,7837
5515,170463
5516,9518
5517,54858
5518,80726
5519,25804
5520,3727
5521,3270
5522,54795
5523,25830
5524,79230
5525,92359
5526,10439
5527,157922
5528,10422
5529,6295
5530,140685
5531,85441
5532,140700
5533,4046
5534,1289
5535,25814
5536,10844
5537,50632
5538,1571
5539,375775
5540,10298
5541,26152
5542,64793
5543,6874
5544,3911
5545,9885
5546,11047
5547,445
5548,23404
5549,10585
5550,83549
5551,84929
5552,84726
5553,27243
5554,9040
5555,10155
5556,84326
5557,78992
5558,84971
5559,1968
5560,54958
5561,23211
5562,4861
5563,9535
5564,4294
5565,57470
5566,83667
5567,93974
5568,54797
5569,9473
5570,6249
5571,84660
5572,9026
5573,57693
5574,56342
5575,8666
5576,83854
5577,55337
5578,1786
5579,79088
5580,6535
5581,139728
5582,1736
5583,55558
5584,4354
5585,55422
5586,7776
5587,4037
5588,91574
5589,25926
5590,10277
5591,54897
5592,10343
5593,3293
5594,22927
5595,11046
5596,5638
5597,7317
5598,9104
5599,353497
5600,85313
5601,80328
5602,9590
5603,23345
5604,79465
5605,9113
5606,54869
5607,25980
5608,164395
5609,9584
5610,84905
5611,2686
5612,55902
5613,60401
5614,23229
5615,10882
5616,2670
5617,5697
5618,529
5619,7770
5620,126299
5621,83639
5622,7700
5623,1327
5624,10328
5625,23199
5626,51659
5627,5119
5628,6451
5629,1349
5630,2161
5631,80758
5632,4772
5633,81025
5634,10487
5635,5538
5636,84440
5637,51132
5638,22
5639,7187
5640,93323
5641,64432
5642,9467
5643,26061
5644,9779
5645,23473
5646,23180
5647,84077
5648,64145
5649,117248
5650,6533
5651,3748
5652,9476
5653,7376
5654,94030
5655,8572
5656,11127
5657,4245
5658,9945
5659,7283
5660,10197
5661,6155
5662,29893
5663,8639
5664,47
5665,84313
5666,10266
5667,314
5668,4695
5669,54882
5670,1729
5671,80762
5672,7322
5673,60412
5674,116983
5675,54991
5676,55107
5677,8500
5678,79652
5679,79412
5680,79228
5681,84231
5682,4814
5683,765
5684,261734
5685,4131
5686,3597
5687,54521
5688,1160
5689,84240
5690,84951
5691,7153
5692,10948
5693,5914
5694,84152
5695,10656
5696,9557
5697,8799
5698,2330
5699,10401
5700,5565
5701,5160
5702,10742
5703,64087
5704,57343
5705,79149
5706,7691
5707,55829
5708,22856
5709,6627
5710,3996
5711,79727
5712,55145
5713,85415
5714,83636
5715,91442
5716,55860
5717,145447
5718,2643
5719,3958
5720,79883
5721,3337
5722,65249
5723,84261
5724,5989
5725,7568
5726,79173
5727,90379
5728,54862
5729,83546
5730,4148
5731,6737
5732,54558
5733,10489
5734,10693
5735,22907
5736,5894
5737,5468
5738,23225
5739,84824
5740,51478
5741,55556
5742,84034
5743,548593
5744,23647
5745,85363
5746,1262
5747,10346
5748,23378
5749,26515
5750,23167
5751,10086
5752,55037
5753,10989
5754,51318
5755,79781
5756,80895
5757,8864
5758,10267
5759,51540
5760,5791
5761,5901
5762,5562
5763,84674
5764,23108
5765,23277
5766,51763
5767,10514
5768,6117
5769,5176
5770,7326
5771,60678
5772,57533
5773,85013
5774,51805
5775,25957
5776,64208
5777,23480
5778,55915
5779,63979
5780,2926
5781,10117
5782,3512
5783,26057
5784,57050
5785,3691
5786,23558
5787,3021
5788,85451
5789,91107
5790,9406
5791,1984
5792,23135
5793,55065
5794,3000
5795,2874
5796,54739
5797,1742
5798,10247
5799,157680
5800,26166
5801,4147
5802,51308
5803,84105
5804,6388
5805,2319
5806,26284
5807,54496
5808,51388
5809,7014
5810,27183
5811,92154
5812,116835
5813,63926
5814,64773
5815,6616
5816,22903
5817,5111
5818,29107
5819,10621
5820,54453
5821,5786
5822,7818
5823,57127
5824,22889
5825,480
5826,10763
5827,63827
5828,9826
5829,79368
5830,50717
5831,23208
5832,3508
5833,9633
5834,25974
5835,1802
5836,114034
5837,4678
5838,4595
5839,56259
5840,64900
5841,140831
5842,55544
5843,128434
5844,51526
5845,10955
5846,5509
5847,29958
5848,23743
5849,8546
5850,84327
5851,10207
5852,163782
5853,8170
5854,93611
5855,79363
5856,842
5857,51164
5858,5145
5859,51761
5860,9205
5861,10208
5862,64328
5863,51371
5864,1024
5865,241
5866,10810
5867,4628
5868,10400
5869,6341
5870,23164
5871,1116
5872,4608
5873,5287
5874,25778
5875,1118
5876,254428
5877,59352
5878,9911
5879,9201
5880,8900
5881,57511
5882,23111
5883,94240
5884,7223
5885,10631
5886,5994
5887,7178
5888,55425
5889,9365
5890,5983
5891,90627
5892,79710
5893,84707
5894,79589
5895,54885
5896,79921
5897,55859
5898,84923
5899,201266
5900,2048
5901,10250
5902,55643
5903,84106
5904,84787
5905,84330
5906,5158
5907,23640
5908,1455
5909,84250
5910,55748
5911,28992
5912,54663
5913,10313
5914,5920
5915,4629
5916,123811
5917,84246
5918,23037
5919,22880
5920,9215
5921,653689
5922,84700
5923,66035
5924,114904
5925,113828
5926,284904
5927,90956
5928,23608
5929,116988
5930,84626
5931,57180
5932,694
5933,84125
5934,91298
5935,79572
5936,6441
5937,84332
5938,80195
5939,83857
5940,3845
5941,10526
5942,51520
5943,3612
5944,85444
5945,1875
5946,759
5947,29080
5948,23075
5949,406
5950,10894
5951,272
5952,81846
5953,9645
5954,22800
5955,3295
5956,196441
5957,56154
5958,51669
5959,79845
5960,78986
5961,5977
5962,4221
5963,11161
5964,145258
5965,80017
5966,57578
5967,8650
5968,79820
5969,55237
5970,51241
5971,23508
5972,10001
5973,1965
5974,4017
5975,55140
5976,157310
5977,27299
5978,9811
5979,83876
5980,8932
5981,51124
5982,92259
5983,891
5984,1022
5985,4064
5986,3656
5987,8536
5988,25917
5989,7428
5990,8553
5991,55207
5992,9695
5993,10752
5994,4212
5995,89978
5996,79768
5997,56851
5998,4308
5999,2780
6000,2944
6001,55119
6002,10100
6003,2949
6004,2947
6005,10451
6006,84722
6007,26191
6008,6272
6009,7482
6010,5738
6011,10542
6012,4853
6013,80263
6014,10390
6015,9398
6016,79679
6017,4803
6018,10717
6019,8774
6020,56907
6021,51535
6022,51303
6023,377
6024,79022
6025,54407
6026,10971
6027,57498
6028,29841
6029,9475
6030,91543
6031,23175
6032,129607
6033,285148
6034,3939
6035,6289
6036,63982
6037,3572
6038,10468
6039,89796
6040,79577
6041,10440
6042,23418
6043,10595
6044,6210
6045,4677
6046,57614
6047,84893
6048,84991
6049,3559
6050,54522
6051,79746
6052,3601
6053,902
6054,59340
6055,85019
6056,284252
6057,91768
6058,1794
6059,2012
6060,6660
6061,85004
6062,3824
6063,3821
6064,80763
6065,4038
6066,1643
6067,53
6068,83844
6069,8933
6070,9363
6071,6658
6072,51634
6073,51765
6074,143689
6075,9698
6076,90853
6077,8565
6078,1912
6079,55143
6080,29889
6081,192670
6082,51361
6083,1573
6084,91408
6085,23318
6086,84950
6087,1824
6088,1830
6089,51444
6090,55250
6091,1825
6092,1837
6093,80206
6094,25941
6095,747
6096,29015
6097,26519
6098,9704
6099,9415
6100,746
6101,27202
6102,55858
6103,9575
6104,5156
6105,87769
6106,1284
6107,22873
6108,337867
6109,55082
6110,54841
6111,2073
6112,7174
6113,79070
6114,79587
6115,9743
6116,3703
6117,11095
6118,2113
6119,219855
6120,152831
6121,51014
6122,324
6123,9315
6124,134430
6125,26578
6126,55312
6127,29979
6128,60560
6129,55071
6130,301
6131,1514
6132,23670
6133,23287
6134,51280
6135,29968
6136,81689
6137,8728
6138,84868
6139,79616
6140,51347
6141,84749
6142,10993
6143,4440
6144,6927
6145,23014
6146,6926
6147,8638
6148,8739
6149,84900
6150,5025
6151,92558
6152,10906
6153,9988
6154,79161
6155,57639
6156,85025
6157,948
6158,50640
6159,29923
6160,84691
6161,60561
6162,6733
6163,375616
6164,26136
6165,29969
6166,25821
6167,22881
6168,3351
6169,80759
6170,22832
6171,10492
6172,57231
6173,4907
6174,112609
6175,55122
6176,23595
6177,167691
6178,6885
6179,1081
6180,79899
6181,4005
6182,51317
6183,55226
6184,79056
6185,4076
6186,517
6187,85406
6188,967
6189,5630
6190,10677
6191,10220
6192,27165
6193,3679
6194,9840
6195,84070
6196,5959
6197,116986
6198,2647
6199,1019
6200,10024
6201,6302
6202,2583
6203,7024
6204,93058
6205,23017
6206,9924
6207,9700
6208,3855
6209,84872
6210,3178
6211,65012
6212,91
6213,10956
6214,23416
6215,84946
6216,9053
6217,8763
6218,246269
6219,57224
6220,54806
6221,5570
6222,4829
6223,6610
6224,64780
6225,85021
6226,8676
6227,7006
6228,84279
6229,10505
6230,10574
6231,26056
6232,10322
6233,8291
6234,84865
6235,27345
6236,9958
6237,2799
6238,1368
6239,4193
6240,79786
6241,53630
6242,10200
6243,23563
6244,9764
6245,1783
6246,55336
6247,29109
6248,92922
6249,6553
6250,183
6251,80003
6252,3775
6253,9816
6254,54583
6255,10753
6256,22796
6257,23456
6258,84284
6259,27097
6260,2752
6261,10228
6262,6041
6263,1660
6264,57710
6265,9857
6266,80896
6267,116496
6268,5279
6269,3915
6270,149041
6271,3431
6272,65080
6273,55619
6274,9654
6275,57695
6276,3357
6277,81618
6278,80704
6279,5270
6280,3300
6281,64114
6282,1593
6283,9470
6284,80210
6285,51719
6286,1329
6287,51455
6288,80705
6289,84804
6290,55654
6291,9392
6292,9648
6293,64965
6294,79074
6295,375248
6296,26122
6297,50649
6298,23479
6299,160428
6300,55576
6301,84101
6302,55681
6303,10970
6304,10154
6305,55198
6306,11137
6307,55332
6308,23325
6309,84102
6310,50853
6311,2317
6312,4752
6313,51028
6314,79621
6315,26586
6316,9882
6317,55901
6318,79866
6319,23143
6320,8803
6321,55213
6322,29079
6323,51131
6324,83548
6325,4008
6326,9445
6327,10253
6328,55270
6329,1910
6330,1102
6331,3936
6332,83852
6333,9805
6334,79020
6335,64759
6336,285955
6337,55501
6338,10643
6339,10457
6340,9771
6341,5879
6342,11014
6343,11097
6344,3569
6345,55146
6346,28969
6347,1607
6348,9238
6349,54606
6350,3364
6351,23148
6352,28988
6353,83605
6354,64005
6355,80727
6356,27141
6357,91875
6358,85446
6359,10588
6360,11173
6361,58489
6362,3658
6363,57538
6364,53346
6365,10518
6366,10241
6367,55316
6368,4836
6369,84073
6370,6426
6371,7716
6372,1101
6373,51204
6374,55852
6375,10238
6376,80774
6377,83990
6378,11143
6379,64108
6380,86
6381,4711
6382,57129
6383,6434
6384,6326
6385,10716
6386,64844
6387,57471
6388,11227
6389,6332
6390,10010
6391,640
6392,6498
6393,2058
6394,3142
6395,11311
6396,51133
6397,26750
6398,150472
6399,3557
6400,55627
6401,55339
6402,84317
6403,79595
6404,274
6405,92856
6406,9394
6407,56886
6408,2995
6409,8027
6410,10006
6411,10730
6412,64215
6413,25934
6414,56262
6415,1025
6416,7295
6417,4957
6418,23392
6419,27348
6420,51759
6421,10592
6422,9314
6423,1861
6424,9649
6425,64855
6426,27090
6427,7111
6428,153090
6429,6812
6430,29988
6431,23452
6432,55755
6433,7539
6434,1318
6435,1317
6436,7099
6437,7743
6438,229
6439,55014
6440,9128
6441,2356
6442,10868
6443,9550
6444,54881
6445,84253
6446,54534
6447,8818
6448,158427
6449,9568
6450,55363
6451,5695
6452,51531
6453,10244
6454,2800
6455,7507
6456,4686
6457,10541
6458,5082
6459,11224
6460,1515
6461,4010
6462,81873
6463,5168
6464,79075
6465,79139
6466,4609
6467,4856
6468,90865
6469,90871
6470,26953
6471,64425
6472,9373
6473,3590
6474,55833
6475,54840
6476,152006
6477,7094
6478,27240
6479,25822
6480,26206
6481,11258
6482,971
6483,51754
6484,9380
6485,219
6486,84681
6487,84904
6488,55667
6489,6194
6490,10695
6491,116113
6492,51645
6493,89953
6494,63971
6495,7746
6496,5292
6497,2766
6498,23070
6499,7020
6500,25844
6501,81853
6502,55362
6503,10817
6504,93643
6505,9856
6506,3662
6507,63027
6508,7280
6509,55227
6510,8521
6511,2295
6512,670
6513,8737
6514,347733
6515,84300
6516,3159
6517,6941
6518,10211
6519,7726
6520,9656
6521,84547
6522,79969
6523,7172
6524,255488
6525,3134
6526,11270
6527,23787
6528,57176
6529,129685
6530,51439
6531,347744
6532,132864
6533,85462
6534,7097
6535,84709
6536,4647
6537,9873
6538,408
6539,11309
6540,5612
6541,338699
6542,10068
6543,4926
6544,60492
6545,54843
6546,27314
6547,58487
6548,2615
6549,5547
6550,79731
6551,55298
6552,29088
6553,7274
6554,8836
6555,81796
6556,23213
6557,96764
6558,6386
6559,4750
6560,55601
6561,6653
6562,56649
6563,84811
6564,7225
6565,4316
6566,64066
6567,85016
6568,84259
6569,10413
6570,23650
6571,2542
6572,25833
6573,5962
6574,5519
6575,2230
6576,64776
6577,53826
6578,57569
6579,84000
6580,834
6581,91801
6582,5607
6583,440279
6584,58472
6585,51496
6586,79811
6587,7057
6588,23005
6589,51203
6590,51103
6591,9493
6592,22801
6593,57082
6594,55142
6595,23168
6596,56965
6597,6176
6598,54852
6599,54839
6600,27229
6601,55177
6602,3706
6603,55075
6604,4091
6605,5330
6606,80021
6607,56924
6608,102
6609,53905
6610,9153
6611,64220
6612,1588
6613,54816
6614,80031
6615,51187
6616,51332
6617,2644
6618,8412
6619,79739
6620,54874
6621,56267
6622,2959
6623,5876
6624,10964
6625,54810
6626,9411
6627,10561
6628,204962
6629,9635
6630,1629
6631,8634
6632,26160
6633,85465
6634,10669
6635,3032
6636,3795
6637,109
6638,5495
6639,87178
6640,51626
6641,3973
6642,80745
6643,1545
6644,5861
6645,10097
6646,10113
6647,8884
6648,64240
6649,9581
6650,6519
6651,11117
6652,80204
6653,51374
6654,79172
6655,10128
6656,1838
6657,10121
6658,1559
6659,79847
6660,1558
6661,26509
6662,84171
6663,57559
6664,9023
6665,84896
6666,3832
6667,50624
6668,10579
6669,1847
6670,51063
6671,403
6672,55165
6673,9585
6674,953
6675,54536
6676,51196
6677,5950
6678,51163
6679,23317
6680,310
6681,317662
6682,51008
6683,22891
6684,140766
6685,6229
6686,80312
6687,1763
6688,84665
6689,316
6690,471
6691,50485
6692,580
6693,6775
6694,2660
6695,79800
6696,54529
6697,29081
6698,6741
6699,4664
6700,65061
6701,9360
6702,79675
6703,130752
6704,57520
6705,3417
6706,29789
6707,9541
6708,6744
6709,1134
6710,150864
6711,55759
6712,10152
6713,3685
6714,30061
6715,55032
6716,84925
6717,57337
6718,84692
6719,10063
6720,83666
6721,55329
6722,9101
6723,9728
6724,29766
6725,84888
6726,26035
6727,90525
6728,83464
6729,81556
6730,8483
6731,54956
6732,60490
6733,8482
6734,84993
6735,83478
6736,10144
6737,8916
6738,55008
6739,51191
6740,57575
6741,55345
6742,55435
6743,51138
6744,3184
6745,5593
6746,153020
6747,22872
6748,2250
6749,84803
6750,2247
6751,55212
6752,84162
6753,658
6754,5910
6755,55132
6756,8654
6757,11107
6758,7222
6759,27163
6760,53371
6761,55589
6762,9908
6763,55752
6764,80144
6765,950
6766,901
6767,246175
6768,8615
6769,8999
6770,57619
6771,306
6772,27068
6773,1062
6774,79807
6775,57117
6776,2028
6777,839
6778,51176
6779,3033
6780,1950
6781,9061
6782,10427
6783,84103
6784,5530
6785,64116
6786,4547
6787,2201
6788,23162
6789,5998
6790,83606
6791,91445
6792,85352
6793,121506
6794,2120
6795,23710
6796,55605
6797,144402
6798,51067
6799,121512
6800,84920
6801,58516
6802,121536
6803,254013
6804,55500
6805,85437
6806,84216
6807,144165
6808,51279
6809,4704
6810,9746
6811,10219
6812,6843
6813,55080
6814,939
6815,83758
6816,5830
6817,196500
6818,55089
6819,347902
6820,9169
6821,8499
6822,84298
6823,121227
6824,92979
6825,83729
6826,11010
6827,121278
6828,22822
6829,55266
6830,8549
6831,374462
6832,1848
6833,282809
6834,160418
6835,4060
6836,6636
6837,144193
6838,121441
6839,50511
6840,283431
6841,114795
6842,121260
6843,6996
6844,84934
6845,113675
6846,326625
6847,51228
6848,9815
6849,84260
