,entrezid
12788,5463
12789,80213
12790,10078
12791,4070
12792,5587
12793,401145
12794,254887
12795,374977
12796,26576
12797,6586
12798,1946
12799,11187
12800,256714
12801,1435
12802,10584
12803,84517
12804,8398
12805,84441
12806,26039
12807,3751
12808,116447
12809,9276
12810,64922
12811,80764
12812,9735
12813,2826
12814,400746
12815,253769
12816,10587
12817,4303
12818,11156
12819,200350
12820,4758
12821,348013
12822,5627
12823,374659
12824,162239
12825,51286
12826,352999
12827,1850
12828,9021
12829,84189
12830,11260
12831,340061
12832,5142
12833,284467
12834,8303
12835,90134
12836,124751
12837,9968
12838,81931
12839,10801
12840,157313
12841,138046
12842,139285
12843,9923
12844,8349
12845,9074
12846,5413
12847,56478
12848,619189
12849,55328
12850,55911
12851,642273
12852,25923
12853,55967
12854,644538
12855,6991
12856,7327
12857,23762
12858,201501
12859,79135
12860,51334
12861,54732
12862,25880
12863,93517
12864,155435
12865,9823
12866,90135
12867,6736
12868,8971
12869,375287
12870,6612
12871,83943
12872,140597
12873,1188
12874,3714
12875,752
12876,728118
12877,391356
12878,146198
12879,646851
12880,79050
12881,11274
12882,4700
12883,1133
12884,57537
12885,80757
12886,113277
12887,10572
12888,140707
12889,338376
12890,8694
12891,6092
12892,26985
12893,2157
12894,93034
12895,377677
12896,22888
12897,23764
12898,2972
12899,10509
12900,102723555
12901,10519
12902,56899
12903,7469
12904,57419
12905,100130771
12906,23768
12907,80789
12908,51065
12909,149175
12910,122622
12911,338440
12912,11124
12913,255275
12914,131583
12915,56160
12916,3297
12917,387263
12918,5813
12919,27124
12920,83881
12921,114659
12922,317781
12923,283820
12924,59307
12925,340371
12926,10581
12927,7127
12928,353274
12929,267002
12930,51186
12931,9230
12932,10196
12933,2811
12934,55015
12935,285755
12936,7625
12937,285600
12938,283991
12939,441549
12940,147111
12941,123103
12942,64409
12943,84614
12944,389493
12945,3563
12946,339230
12947,729857
12948,54622
12949,115749
12950,8558
12951,8651
12952,6948
12953,10634
12954,23545
12955,5071
12956,283643
12957,266722
12958,9146
12959,126282
12960,5892
12961,5600
12962,93349
12963,51263
12964,123283
12965,64754
12966,25840
12967,6450
12968,400451
12969,374920
12970,374395
12971,285513
12972,55010
12973,246329
12974,4919
12975,4582
12976,80233
12977,3665
12978,26013
12979,79184
12980,9899
12981,348487
12982,256329
12983,149643
12984,5148
12985,5592
12986,7026
12987,8788
12988,727910
12989,4045
12990,113146
12991,169611
12992,6667
12993,64976
12994,389119
12995,10336
12996,89782
12997,5034
12998,5719
12999,5087
13000,56901
13001,399694
13002,677
13003,7332
13004,4908
13005,54014
13006,6490
13007,8224
13008,333929
13009,79842
13010,254773
13011,254956
13012,404220
13013,4603
13014,730094
13015,4733
13016,51479
13017,253943
13018,79943
13019,105
13020,6345
13021,399947
13022,3434
13023,159013
13024,56479
13025,339366
13026,80333
13027,10933
13028,348793
13029,1762
13030,79581
13031,51227
13032,5833
13033,339983
13034,23742
13035,10134
13036,51326
13037,54584
13038,127602
13039,339512
13040,2124
13041,440345
13042,374899
13043,132724
13044,79896
13045,140691
13046,527
13047,8519
13048,3916
13049,84197
13050,283897
13051,200942
13052,54093
13053,5727
13054,146760
13055,255022
13056,55599
13057,10308
13058,8660
13059,402573
13060,121006
13061,6473
13062,23299
13063,881
13064,55217
13065,84631
13066,126520
13067,22821
13068,84859
13069,51079
13070,84924
13071,57711
13072,342909
13073,64853
13074,84529
13075,124626
13076,54103
13077,84871
13078,120227
13079,100130733
13080,157567
13081,23396
13082,10773
13083,130355
13084,10623
13085,164153
13086,51741
13087,338657
13088,283149
13089,51082
13090,146909
13091,84937
13092,338557
13093,89958
13094,123264
13095,64757
13096,345079
13097,55330
13098,388567
13099,57496
13100,151888
13101,7565
13102,55693
13103,150763
13104,64222
13105,340529
13106,2558
13107,5501
13108,148254
13109,4675
13110,153768
13111,23621
13112,388531
13113,389177
13114,285641
13115,153201
13116,7058
13117,6256
13118,353322
13119,200035
13120,100127206
13121,7626
13122,260293
13123,3858
13124,101059918
13125,342510
13126,728621
13127,55922
13128,342035
13129,3840
13130,115560
13131,10168
13132,283471
13133,653140
13134,4674
13135,6228
13136,54331
13137,11118
13138,27445
13139,401190
13140,3638
13141,23040
13142,153571
13143,252884
13144,84065
13145,1187
13146,257106
13147,151011
13148,85002
13149,11283
13150,4051
13151,114826
13152,2306
13153,23131
13154,56971
13155,4771
13156,221491
13157,7328
13158,84842
13159,11104
13160,123722
13161,116985
13162,347240
13163,5138
13164,102723849
13165,90668
13166,55615
13167,80829
13168,284018
13169,144233
13170,339761
13171,90624
13172,493860
13173,11223
13174,613
13175,25794
13176,139886
13177,654254
13178,474343
13179,8372
13180,147645
13181,84307
13182,100101467
13183,53373
13184,7293
13185,10614
13186,129293
13187,79955
13188,23275
13189,4137
13190,54821
13191,200728
13192,8784
13193,349667
13194,23390
13195,55893
13196,353174
13197,5465
13198,642987
13199,440585
13200,64800
13201,256949
13202,129080
13203,6007
13204,5407
13205,138428
13206,353345
13207,164656
13208,1579
13209,51259
13210,91582
13211,100130348
13212,285382
13213,7003
13214,5333
13215,885
13216,957
13217,4286
13218,399671
13219,4673
13220,152100
13221,6585
13222,130574
13223,1645
13224,374955
13225,55182
13226,253935
13227,57698
13228,85319
13229,353139
13230,730098
13231,339327
13232,23270
13233,4501
13234,2650
13235,91404
13236,23048
13237,79659
13238,81557
13239,4059
13240,222194
13241,349136
13242,2057
13243,171484
13244,63924
13245,1630
13246,51616
13247,56123
13248,9863
13249,338645
13250,11261
13251,387763
13252,389118
13253,1282
13254,5757
13255,51182
13256,51547
13257,9742
13258,392636
13259,340665
13260,7100
13261,7874
13262,342977
13263,378884
13264,84069
13265,201181
13266,28986
13267,200424
13268,57335
13269,9636
13270,54932
13271,400566
13272,387032
13273,400966
13274,317749
13275,148398
13276,84808
13277,400673
13278,404037
13279,26059
13280,145173
13281,81848
13282,51393
13283,84281
13284,94107
13285,166348
13286,79875
13287,374407
13288,6917
13289,79840
13290,2175
13291,79048
13292,389766
13293,124
13294,10507
13295,8632
13296,10445
13297,57697
13298,7621
13299,64170
13300,375033
13301,65243
13302,347454
13303,339559
13304,388335
13305,3006
13306,57048
13307,1978
13308,22953
13309,550631
13310,116224
13311,342979
13312,199920
13313,729956
13314,400891
13315,388512
13316,401944
13317,401027
13318,341350
13319,50626
13320,7373
13321,92737
13322,339451
13323,391013
13324,222696
13325,126432
13326,100141515
13327,162998
13328,285386
13329,729967
13330,6274
13331,29978
13332,353116
13333,646457
13334,57474
13335,123904
13336,284434
13337,10123
13338,100130519
13339,115273
13340,65998
13341,123745
13342,51463
13343,145873
13344,346007
13345,647024
13346,6300
13347,441457
13348,1287
13349,375790
13350,4810
13351,401565
13352,643853
13353,199777
13354,342527
13355,376940
13356,389541
13357,5575
13358,729262
13359,374383
13360,123879
13361,390927
13362,10383
13363,119016
13364,170622
13365,5320
13366,123688
13367,26659
13368,643338
13369,163087
13370,57801
13371,79862
13372,374872
13373,401541
13374,5359
13375,375341
13376,387712
13377,84527
13378,388228
13379,10991
13380,2963
13381,137392
13382,54914
13383,284338
13384,7784
13385,282973
13386,100133220
13387,343521
13388,6402
13389,1121
13390,63915
13391,375298
13392,389792
13393,3014
13394,387755
13395,5104
13396,284325
13397,197021
13398,342897
13399,84570
13400,644815
13401,10772
13402,285193
13403,388115
13404,4077
13405,57186
13406,27158
13407,345630
13408,154215
13409,344838
13410,144535
13411,1201
13412,653820
13413,56624
13414,6613
13415,340719
13416,653720
13417,7730
13418,84247
13419,1806
13420,140576
13421,375743
13422,387707
13423,283726
13424,6006
13425,389073
13426,169355
13427,29780
13428,57835
13429,7390
13430,51114
13431,113763
13432,347148
13433,643155
13434,344901
13435,375567
13436,340277
13437,144404
13438,401024
13439,23029
13440,10811
13441,130612
13442,440603
13443,8326
13444,399473
13445,26254
13446,155
13447,390598
13448,5549
13449,147694
13450,4520
13451,199953
13452,387921
13453,132203
13454,79844
13455,441168
13456,1269
13457,84464
13458,9045
13459,149297
13460,147837
13461,342125
13462,85302
13463,339287
13464,400499
13465,120892
13466,642938
13467,79979
13468,401494
13469,257177
13470,158293
13471,257313
13472,401546
13473,26155
13474,345222
13475,25920
13476,339977
13477,23036
13478,283219
13479,374897
13480,134637
13481,163081
13482,4697
13483,728780
13484,121642
13485,51136
13486,643904
13487,5649
13488,374393
13489,347
13490,3005
13491,9516
13492,83862
13493,196528
13494,23450
13495,388552
13496,80320
13497,219348
13498,222698
13499,1364
13500,400581
13501,100129583
13502,51155
13503,84503
13504,6284
13505,7581
13506,54510
13507,162966
13508,284697
13509,4128
13510,145853
13511,389643
13512,7259
13513,55629
13514,51233
13515,2272
13516,285016
13517,80317
13518,27341
13519,132660
13520,9679
13521,389558
13522,57402
13523,23254
13524,728661
13525,165186
13526,100131211
13527,200810
13528,9729
13529,23708
13530,84933
13531,139562
13532,3146
13533,8510
13534,400745
13535,139735
13536,284521
13537,282991
13538,10388
13539,440519
13540,3556
13541,5079
13542,50859
13543,374879
13544,23424
13545,90835
13546,653319
13547,317701
13548,12
13549,8644
13550,26010
13551,58500
13552,151525
13553,7633
13554,6275
13555,25894
13556,79633
13557,389649
13558,124602
13559,148213
13560,36
13561,83931
13562,9725
13563,64218
13564,646962
13565,54737
13566,9687
13567,284759
13568,90321
13569,6261
13570,9901
13571,63939
13572,203068
13573,84458
13574,6829
13575,63929
13576,81472
13577,51427
13578,5478
13579,57573
13580,162962
13581,284443
13582,84163
13583,2917
13584,8464
13585,60491
13586,487
13587,3376
13588,84278
13589,9883
13590,29068
13591,56164
13592,94027
13593,54413
13594,131
13595,55888
13596,1604
13597,147929
13598,84628
13599,11091
13600,9361
13601,8295
13602,55190
13603,647135
13604,2526
13605,79754
13606,222553
13607,80778
13608,163115
13609,7699
13610,388324
13611,342132
13612,5770
13613,51466
13614,284486
13615,124056
13616,2050
13617,91661
13618,7678
13619,2547
13620,6276
13621,9858
13622,9819
13623,438
13624,440348
13625,148266
13626,100131755
13627,79693
13628,27153
13629,30849
13630,285971
13631,100289635
13632,6399
13633,731220
13634,140465
13635,90576
13636,6477
13637,140680
13638,2104
13639,79711
13640,9612
13641,6817
13642,132946
13643,55660
13644,54834
13645,85012
13646,51434
13647,27010
13648,6536
13649,60312
13650,4666
13651,399687
13652,54785
13653,4122
13654,4311
13655,729533
13656,8912
13657,55959
13658,3048
13659,3908
13660,23654
13661,55966
13662,7516
13663,4646
13664,57591
13665,3066
13666,158431
13667,387601
13668,162993
13669,4312
13670,125
13671,7366
13672,6925
13673,65267
13674,57001
13675,3269
13676,55684
13677,7695
13678,23660
13679,91392
13680,51399
13681,150737
13682,55532
13683,9895
13684,51284
13685,399888
13686,643836
13687,112479
13688,54543
13689,84941
13690,7442
13691,7582
13692,57473
13693,51321
13694,170959
13695,389658
13696,4763
13697,154807
13698,147686
13699,1612
13700,3117
13701,85301
13702,2760
13703,8329
13704,6273
13705,90592
13706,961
13707,7088
13708,55534
13709,8969
13710,29966
13711,8187
13712,80345
13713,89853
13714,64771
13715,653269
13716,100
13717,10865
13718,399967
13719,160760
13720,374354
13721,140612
13722,445571
13723,6334
13724,3914
13725,128312
13726,3841
13727,57730
13728,23365
13729,27198
13730,9260
13731,2316
13732,219623
13733,57522
13734,10447
13735,161424
13736,440077
13737,57181
13738,837
13739,160
13740,199704
13741,170384
13742,644596
13743,307
13744,8270
13745,54554
13746,100507607
13747,11152
13748,51108
13749,7697
13750,353088
13751,388566
13752,29950
13753,163227
13754,541578
13755,57541
13756,221785
13757,309
13758,126068
13759,2764
13760,284266
13761,147923
13762,284390
13763,79830
13764,7741
13765,4097
13766,92714
13767,85379
13768,3482
13769,79690
13770,1778
13771,388662
13772,5094
13773,84619
13774,123096
13775,80055
13776,6714
13777,91120
13778,400720
13779,113835
13780,399909
13781,203102
13782,51703
13783,23507
13784,11194
13785,27044
13786,146540
13787,6799
13788,341676
13789,5718
13790,55124
13791,140688
13792,375791
13793,6583
13794,9583
13795,10438
13796,23061
13797,8363
13798,79927
13799,25959
13800,135398
13801,2961
13802,25788
13803,7718
13804,8831
13805,128486
13806,641
13807,124411
13808,84301
13809,6840
13810,51592
13811,26020
13812,57162
13813,79027
13814,219927
13815,91373
13816,283807
13817,136051
13818,340385
13819,171392
13820,6584
13821,147906
13822,104
13823,344787
13824,3064
13825,728
13826,1735
13827,1555
13828,8351
13829,54798
13830,79674
13831,23729
13832,3652
13833,4217
13834,1572
13835,373156
13836,3182
13837,50861
13838,5154
13839,2996
13840,1305
13841,6693
13842,57116
13843,56125
13844,89887
13845,81031
13846,79788
13847,84154
13848,64078
13849,142678
13850,4644
13851,10533
13852,26037
13853,92104
13854,1991
13855,57799
13856,23556
13857,1288
13858,57547
13859,11147
13860,3201
13861,10210
13862,83875
13863,955
13864,127343
13865,5167
13866,645811
13867,84188
13868,65250
13869,284371
13870,8076
13871,284370
13872,91966
13873,56882
13874,5055
13875,1803
13876,80380
13877,163059
13878,196385
13879,6709
13880,4828
13881,55742
13882,92689
13883,6120
13884,10794
13885,5253
13886,6231
13887,5660
13888,6281
13889,80217
13890,222662
13891,6168
13892,3223
13893,114112
13894,1675
13895,441476
13896,440738
13897,79892
13898,197342
13899,122773
13900,347344
13901,6884
13902,284323
13903,55210
13904,79607
13905,92283
13906,100499483
13907,23315
13908,100506658
13909,255119
13910,121504
13911,339318
13912,55924
13913,51710
13914,8733
13915,9719
13916,54557
13917,388536
13918,81553
13919,4641
13920,259283
13921,28512
13922,644890
13923,23303
13924,128
13925,85236
13926,7004
13927,6687
13928,388697
13929,342926
13930,30001
13931,55552
13932,282890
13933,84671
13934,5336
13935,89848
13936,58491
13937,6277
13938,6136
13939,26052
13940,7675
13941,9019
13942,23230
13943,4155
13944,8227
13945,54898
13946,440295
13947,389170
13948,127687
13949,3792
13950,55035
13951,51135
13952,115948
13953,28977
13954,57089
13955,2210
13956,63925
13957,147741
13958,6191
13959,10793
13960,7637
13961,84549
13962,63934
13963,140885
13964,2870
13965,5557
13966,54708
13967,23784
13968,613037
13969,57016
13970,27233
13971,1549
13972,7541
13973,23607
13974,9814
13975,65251
13976,127
13977,57209
13978,337876
13979,54863
13980,1902
13981,26275
13982,27300
13983,161145
13984,65124
13985,54989
13986,728741
13987,79366
13988,57708
13989,10905
13990,258010
13991,90987
13992,65992
13993,7027
13994,170482
13995,84775
13996,55713
13997,51170
13998,23334
13999,6819
14000,7789
14001,83694
14002,54870
14003,1438
14004,11325
14005,6147
14006,55315
14007,6815
14008,59286
14009,9931
14010,89894
14011,54963
14012,220992
14013,5178
14014,55153
14015,7745
14016,144717
14017,100288797
14018,219844
14019,4635
14020,79973
14021,126017
14022,3221
14023,415116
14024,439
14025,444
14026,200734
14027,11060
14028,2673
14029,7405
14030,7574
14031,50618
14032,10724
14033,4494
14034,9747
14035,7620
14036,7296
14037,147949
14038,374900
14039,158586
14040,147657
14041,84914
14042,7169
14043,83699
14044,388558
14045,148741
14046,192134
14047,51441
14048,55319
14049,51062
14050,1259
14051,7975
14052,339541
14053,7594
14054,11321
14055,5350
14056,145741
14057,7576
14058,9358
14059,118472
14060,199692
14061,283518
14062,11169
14063,285989
14064,1500
14065,7919
14066,142680
14067,343035
14068,23237
14069,131870
14070,9874
14071,987
14072,9745
14073,4326
14074,11177
14075,10920
14076,26112
14077,4194
14078,6262
14079,55958
14080,23054
14081,27347
14082,6898
14083,221477
14084,801
14085,338811
14086,9652
14087,286319
14088,9060
14089,10479
14090,22909
14091,24
14092,9086
14093,4541
14094,55705
14095,80184
14096,4513
14097,112770
14098,23116
14099,28514
14100,124930
14101,10455
14102,10497
14103,374877
14104,4519
14105,8861
14106,81706
14107,9646
14108,64093
14109,2153
14110,51734
14111,22834
14112,57154
14113,6526
14114,63906
14115,9578
14116,5365
14117,64064
14118,4736
14119,23127
14120,25975
14121,4536
14122,6847
14123,164284
14124,92241
14125,9182
14126,26049
14127,91603
14128,116443
14129,4540
14130,29883
14131,25829
14132,2475
14133,192683
14134,25925
14135,115701
14136,9860
14137,4512
14138,4860
14139,5083
14140,376132
14141,2710
14142,22887
14143,140467
14144,113402
14145,283489
14146,22876
14147,9824
14148,3151
14149,140606
14150,51465
14151,57165
14152,4976
14153,9909
14154,6263
14155,11179
14156,4537
14157,112970
14158,51714
14159,22899
14160,9760
14161,1066
14162,9853
14163,11153
14164,58505
14165,91300
14166,116461
14167,26046
14168,146923
14169,100129792
14170,169436
14171,2869
14172,55253
14173,25853
14174,57713
14175,142689
14176,150771
14177,4538
14178,23137
14179,4535
14180,55170
14181,149345
14182,85457
14183,830
14184,4508
14185,7150
14186,9055
14187,80823
14188,4215
14189,3897
14190,6721
14191,339448
14192,221002
14193,51490
14194,6170
14195,9666
14196,9851
14197,9937
14198,79065
14199,9722
14200,353
14201,9737
14202,9755
14203,57692
14204,154467
14205,4514
14206,80108
14207,134548
14208,84456
14209,1756
14210,9848
14211,4668
14212,23381
14213,26128
14214,7052
14215,54470
14216,9867
14217,6096
14218,259230
14219,170958
14220,64423
14221,2812
14222,57827
14223,28973
14224,84288
14225,116228
14226,1122
14227,375057
14228,388743
14229,128387
14230,1378
14231,353091
14232,388722
14233,389432
14234,345930
14235,387103
14236,503542
14237,619208
14238,92565
14239,448834
14240,399818
14241,8528
14242,196051
14243,126961
14244,8337
14245,440689
14246,333932
14247,282996
14248,206412
14249,2664
14250,55251
14251,54923
14252,148418
14253,26071
14254,347475
14255,84455
14256,388633
14257,440590
14258,221424
14259,100132074
14260,90196
14261,3633
14262,29935
14263,9935
14264,26146
14265,53344
14266,26058
14267,257407
14268,55680
14269,340527
14270,65979
14271,653308
14272,414189
14273,100652748
14274,84243
14275,642517
14276,5540
14277,83849
14278,55219
14279,26095
14280,57683
14281,3833
14282,1616
14283,659
14284,6920
14285,10471
14286,9277
14287,6015
14288,7923
14289,6257
14290,339229
14291,1302
14292,6046
14293,3108
14294,1290
14295,5696
14296,6891
14297,169981
14298,550643
14299,1306
14300,4855
14301,5089
14302,177
14303,6048
14304,10554
14305,494513
14306,80863
14307,63943
14308,64978
14309,643008
14310,285141
14311,389058
14312,8859
14313,1797
14314,6499
14315,7936
14316,629
14317,120406
14318,717
14319,221527
14320,6392
14321,10919
14322,143903
14323,4758
14324,3304
14325,3303
14326,3305
14327,57819
14328,7407
14329,80737
14330,114769
14331,100506742
14332,55777
14333,4439
14334,80739
14335,7920
14336,80741
14337,1460
14338,7918
14339,57827
14340,728215
14341,55937
14342,7917
14343,7916
14344,730051
14345,4277
14346,343066
14347,90233
14348,100507436
14349,390980
14350,3107
14351,5460
14352,54535
14353,170679
14354,8449
14355,221545
14356,28973
14357,5514
14358,440051
14359,23
14360,80742
14361,11025
14362,780
14363,2794
14364,3133
14365,56658
14366,90333
14367,90317
14368,80352
14369,6992
14370,57540
14371,10399
14372,11138
14373,3134
14374,554235
14375,646019
14376,84335
14377,2550
14378,5987
14379,340895
14380,64901
14381,100131897
14382,653427
14383,83538
14384,116540
14385,642475
14386,6311
14387,1639
14388,57469
14389,79600
14390,29902
14391,3104
14392,147920
14393,444882
14394,2843
14395,440145
14396,643394
14397,7711
14398,790955
14399,554251
14400,392307
14401,57126
14402,5673
14403,100289678
14404,155054
14405,728568
14406,56114
14407,9752
14408,56140
14409,56141
14410,56143
14411,56144
14412,10206
14413,84501
14414,441376
14415,100506736
14416,84912
14417,100130958
14418,79583
14419,346653
14420,645121
14421,339453
14422,259308
14423,344387
14424,441054
14425,286144
14426,644096
14427,138715
14428,55851
14429,65986
14430,201725
14431,284402
14432,55366
14433,5699
14434,5212
14435,441273
14436,1874
14437,5150
14438,100113407
14439,10071
14440,6643
14441,100316904
14442,56953
14443,84324
14444,9289
14445,10527
14446,54458
14447,25851
14448,4489
14449,388135
14450,4499
14451,3426
14452,54809
14453,255919
14454,3887
14455,91828
14456,729264
14457,92270
14458,317762
14459,57139
14460,4676
14461,7114
14462,254863
14463,100129385
14464,1375
14465,6607
14466,728492
14467,3150
14468,414918
14469,728689
14470,51451
14471,388931
14472,150383
14473,3347
14474,91750
14475,54065
14476,253017
14477,8110
14478,100287284
14479,1564
14480,144363
14481,100130311
14482,6453
14483,162073
14484,64109
14485,9946
14486,285636
14487,2543
14488,192668
14489,403313
14490,342346
14491,647309
14492,153657
14493,150297
14494,387911
14495,100131017
14496,390874
14497,752014
14498,56245
14499,10921
14500,57523
14501,131118
14502,220164
14503,90861
14504,728047
14505,3039
14506,57194
14507,389161
14508,23617
14509,1616
14510,6892
14511,6891
14512,9374
14513,7148
14514,401089
14515,7936
14516,1616
14517,9278
14518,6892
14519,5863
14520,10471
14521,9277
14522,8705
14523,6293
14524,6015
14525,7922
14526,6257
14527,1302
14528,3113
14529,6890
14530,5696
14531,6891
14532,4855
14533,63940
14534,5089
14535,177
14536,10554
14537,9374
14538,80863
14539,720
14540,8859
14541,1797
14542,6499
14543,54535
14544,7936
14545,221527
14546,717
14547,10919
14548,10211
14549,3305
14550,131873
14551,1192
14552,23564
14553,7920
14554,80741
14555,1460
14556,7918
14557,55937
14558,2794
14559,201475
14560,7916
14561,645369
14562,3107
14563,4795
14564,534
14565,4277
14566,3106
14567,3107
14568,6941
14569,54535
14570,2550
14571,57176
14572,8870
14573,10211
14574,9656
14575,11270
14576,170954
14577,8449
14578,221545
14579,79969
14580,5514
14581,23
14582,80742
14583,2794
14584,3133
14585,6992
14586,3105
14587,3105
14588,3134
14589,2550
14590,201562
14591,55779
14592,348801
14593,389136
14594,152098
14595,23243
14596,8292
14597,131965
14598,114786
14599,2878
14600,1734
14601,280636
14602,1733
14603,246181
14604,23012
14605,22908
14606,7247
14607,55652
14608,163154
14609,50840
14610,441518
14611,727800
14612,3304
14613,4539
14614,54627
14615,5462
14616,51157
14617,81856
14618,84258
14619,23636
14620,163486
14621,375035
14622,11116
14623,22828
14624,25790
14625,9534
14626,255758
14627,1427
14628,1396
14629,151230
14630,196792
14631,286827
14632,10962
14633,9311
14634,170575
14635,84960
14636,445328
14637,728489
14638,6827
14639,4893
14640,4056
14641,51239
14642,81890
14643,1147
14644,83463
14645,2946
14646,84342
14647,84986
14648,55559
14649,3931
14650,5790
14651,79037
14652,221914
14653,6494
14654,2086
14655,55333
14656,402
14657,494115
14658,10011
14659,375346
14660,23234
14661,414919
14662,7416
14663,221504
14664,51075
14665,3073
14666,4722
14667,54741
14668,81606
14669,113179
14670,5500
14671,445329
14672,63940
14673,27040
14674,51517
14675,1388
14676,11277
14677,1903
14678,54978
14679,388799
14680,1192
14681,23564
14682,6235
14683,534
14684,7693
14685,2968
14686,51202
14687,91664
14688,22914
14689,2013
14690,147040
14691,147699
14692,151295
14693,1241
14694,56413
14695,1773
14696,145553
14697,1454
14698,10850
14699,10379
14700,2592
14701,3672
14702,390916
14703,730087
14704,7652
14705,30851
14706,8906
14707,7643
14708,55739
14709,53345
14710,100271849
14711,2595
14712,26140
14713,29803
14714,6150
14715,101060200
14716,79086
14717,157574
14718,7106
14719,8904
14720,339231
14721,494551
14722,57128
14723,26292
14724,155006
14725,768206
14726,10195
14727,79729
14728,255809
14729,339210
14730,51024
14731,283
14732,120376
14733,441272
14734,255374
14735,344167
14736,387104
14737,54492
14738,79441
14739,387804
14740,401562
14741,92482
14742,57412
14743,100528020
14744,440503
14745,730005
14746,153218
14747,344022
14748,51400
14749,10809
14750,100131539
14751,728130
14752,64506
14753,400954
14754,23053
14755,414152
14756,100271715
14757,7866
14758,440854
14759,9189
14760,100188893
14761,221092
14762,751071
14763,643680
14764,654463
14765,4515
14766,219537
14767,101059953
14768,125150
14769,64283
14770,100130742
14771,729920
14772,101059938
14773,79680
14774,340267
14775,11331
14776,84461
14777,3115
14778,6046
14779,137886
14780,644019
14781,55670
14782,60493
14783,440270
14784,157855
14785,57594
14786,100507650
14787,1654
14788,64601
14789,3303
14790,4636
14791,55628
14792,7919
14793,79716
14794,100526842
14795,283514
14796,780
14797,388795
14798,5987
14799,6248
14800,729515
14801,56900
14802,728833
14803,8718
14804,9906
14805,100129094
14806,100131187
14807,606495
14808,284498
14809,100287898
14810,219293
14811,10437
14812,147710
14813,79741
14814,96459
14815,51192
14816,51025
14817,55714
14818,100505876
14819,163033
14820,23436
14821,440400
14822,25858
14823,25817
14824,55672
14825,648791
14826,375190
14827,100125288
14828,6844
14829,64641
14830,441150
14831,5534
14832,5671
14833,2189
14834,9179
14835,84226
14836,83895
14837,91584
14838,1052
14839,5676
14840,63920
14841,284293
14842,23467
14843,221786
14844,5520
14845,55150
14846,400713
14847,10626
14848,200765
14849,53822
14850,389668
14851,84561
14852,80830
14853,3995
14854,346528
14855,2968
14856,81669
14857,7311
14858,9374
14859,57232
14860,9220
14861,149478
14862,222234
14863,101928147
14864,149069
14865,4855
14866,6222
14867,377630
14868,6891
14869,6499
14870,57176
14871,118460
14872,6293
14873,146822
14874,3106
14875,54535
14876,284391
14877,3045
14878,6293
14879,342931
14880,1192
14881,10211
14882,728819
14883,63943
14884,780
14885,282890
14886,1302
14887,79969
14888,80737
14889,80742
14890,6048
14891,28973
14892,10715
14893,3115
14894,80742
14895,7918
14896,114902
14897,4758
14898,3105
14899,80772
14900,3113
14901,221545
14902,10919
14903,203068
14904,54535
14905,63943
14906,6890
14907,7407
14908,55937
14909,1797
14910,3105
14911,92340
14912,721
14913,1460
14914,7922
14915,199800
14916,6293
14917,342371
14918,6941
14919,3304
14920,221710
14921,7920
14922,9656
14923,3106
14924,642778
14925,10211
14926,6890
14927,1460
14928,10471
14929,5863
14930,284184
14931,401399
14932,6941
14933,5089
14934,57819
14935,387890
14936,56658
14937,170954
14938,7919
14939,80863
14940,7916
14941,9842
14942,3133
14943,503638
14944,7923
14945,282890
14946,196993
14947,6048
14948,100129480
14949,5252
14950,100191040
14951,9656
14952,6293
14953,84627
14954,23564
14955,348262
14956,1797
14957,3107
14958,65010
14959,6499
14960,7916
14961,728635
14962,3119
14963,100128071
14964,2074
14965,7919
14966,3117
14967,51406
14968,100128553
14969,4909
14970,6891
14971,392617
14972,101928527
14973,5089
14974,23
14975,57819
14976,8859
14977,7726
14978,57827
14979,28973
14980,348751
14981,8449
14982,6890
14983,647310
14984,5696
14985,55937
14986,6222
14987,1192
14988,8859
14989,728763
14990,2968
14991,80741
14992,1192
14993,392197
14994,56658
14995,10554
14996,79134
14997,51596
14998,57827
14999,717
15000,7407
15001,7922
15002,7916
15003,23564
15004,1192
15005,3305
15006,440498
15007,100170229
15008,441531
15009,6015
15010,3115
15011,534
15012,2794
15013,100288413
15014,9277
15015,8705
15016,1616
15017,9277
15018,401251
15019,80863
15020,100131827
15021,4758
15022,80737
15023,8449
15024,8870
15025,100144748
15026,6048
15027,4439
15028,4758
15029,23564
15030,6257
15031,10919
15032,8505
15033,7922
15034,28973
15035,8831
15036,441282
15037,113178
15038,4795
15039,55937
15040,534
15041,9374
15042,10554
15043,7407
15044,3105
15045,6992
15046,203068
15047,720
15048,7917
15049,4277
15050,9278
15051,6222
15052,5514
15053,6890
15054,401251
15055,100507027
15056,285834
15057,246721
15058,9374
15059,23564
15060,3113
15061,57827
15062,80742
15063,4509
15064,721
15065,3117
15066,3107
15067,55009
15068,6257
15069,7923
15070,6048
15071,6293
15072,57827
15073,721
15074,100128731
15075,6015
15076,283008
15077,9656
15078,2794
15079,6891
15080,643988
15081,7918
15082,1388
15083,389333
15084,4758
15085,107987423
15086,100506084
15087,7923
15088,1719
15089,401251
15090,5863
15091,7917
15092,11270
15093,11270
15094,1460
15095,7726
15096,80741
15097,10554
15098,6499
15099,6048
15100,3106
15101,177
15102,79969
15103,80863
15104,6171
15105,401251
15106,643847
15107,80742
15108,3105
15109,3133
15110,9278
15111,3115
15112,7148
15113,7148
15114,7936
15115,2794
15116,197135
15117,80863
15118,7919
